id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762830926,42680,2,1.0,640,3930,1.0,0,0,4,6,640,0,1913,0,110075,28.785,77.1592,510,3240,1,74,2340000
6762831071,42680,3,1.5,505,2500,1.0,0,0,3,6,505,0,1953,0,110063,28.7787,77.0401,635,4175,2,54,2220000
6762831147,42680,3,1.0,480,5062,1.0,0,0,4,7,480,0,1952,0,110041,28.7648,77.1957,625,4884,1,54,2159400
6762831526,42680,2,1.0,380,2620,1.0,0,0,3,6,380,0,1949,0,110069,28.5675,77.1797,490,2540,3,56,1548000
6762810443,42681,5,3.75,1765,6630,2.0,0,0,3,10,1765,0,2013,0,110059,28.6178,76.8569,1670,6630,3,74,19320000
6762820861,42681,3,1.75,580,3060,1.0,0,0,3,7,520,60,1941,0,110005,28.6856,77.0837,765,3060,3,61,5400000
6762826059,42681,3,1.5,655,1499,2.0,0,0,3,7,655,0,1998,0,110056,28.8675,77.2215,655,1498,3,73,3900000
6762826595,42681,4,2.25,935,2099,2.0,0,0,3,7,935,0,2008,0,110025,28.5572,77.0995,935,2092,1,69,3767988
6762826729,42681,3,2.5,1121,2872,2.0,0,0,3,8,1121,0,2012,0,110024,28.8431,77.2398,1004,2856,2,66,3720000
6762816166,42682,3,2.5,1235,4613,2.0,0,0,3,9,1235,0,1991,0,110022,28.5293,77.0754,1410,5506,1,62,7284000
6762824001,42682,3,2.5,1495,3385,1.0,0,0,3,7,775,720,2003,0,110035,28.8748,77.3417,900,3385,2,72,4476000
6762825120,42682,3,1.75,795,4818,1.5,0,0,4,6,795,0,1953,0,110015,28.7217,76.9964,900,4987,3,68,4152000
6762810222,42683,3,3.25,1305,8193,2.0,1,4,3,9,1305,0,2006,0,110023,28.6225,76.8961,1295,6479,1,78,24000000
6762810491,42683,5,4.5,3035,2716,2.0,0,0,3,11,3035,0,2004,0,110016,28.6944,77.065,2375,6702,2,60,18840000
6762810674,42683,5,3.75,1645,3240,2.0,0,0,5,10,1095,550,1938,0,110033,28.5308,77.1209,1005,3819,3,78,16680000
6762810885,42683,3,3.0,1615,4312,2.0,0,3,3,10,1110,505,1998,0,110009,28.5316,77.0245,1165,3011,1,66,15120000
6762810906,42683,3,2.5,1835,9252,1.0,0,4,3,10,1265,570,1983,0,110052,28.4545,76.9711,1460,10000,3,52,15000000
6762810932,42683,3,2.5,1330,986,3.0,0,3,3,9,935,395,2007,0,110001,28.4547,77.186,820,684,2,79,14880000
6762811022,42683,4,2.5,1970,2203,2.0,0,0,4,8,1310,660,1921,0,110048,28.5669,77.0386,895,2203,3,59,14400000
6762811127,42683,4,3.75,1590,4944,2.0,0,0,3,9,1250,340,2012,0,110010,28.7662,77.1657,1455,4279,1,69,13800000
6762811279,42683,4,2.75,1290,4050,2.0,0,1,4,8,890,400,1964,0,110059,28.6918,77.2395,1420,5003,1,75,12960000
6762811428,42683,3,2.5,1772,4908,1.0,0,0,3,10,1305,467,2005,0,110012,28.4492,77.2305,1815,3852,1,62,12360000
6762811468,42683,4,1.0,910,2700,1.5,0,0,3,8,910,0,1923,2014,110013,28.8091,77.0377,910,2700,2,71,12120000
6762811717,42683,4,3.0,1530,25001,1.0,0,2,4,8,1230,300,1957,0,110030,28.6887,77.1339,1370,8090,2,74,11517000
6762812113,42683,2,1.75,745,4937,1.0,0,0,4,7,745,0,1963,0,110049,28.8612,77.0748,1140,4934,1,77,10776000
6762812674,42683,4,2.25,1090,5528,1.0,0,0,3,8,685,405,1963,0,110049,28.7217,77.2854,1045,4373,2,79,9960000
6762812759,42683,2,1.0,605,4200,1.0,0,0,3,8,390,215,2000,0,110033,28.4841,77.2894,930,3000,2,64,9888000
6762814015,42683,4,2.5,1520,17600,2.0,0,0,4,10,1520,0,1987,0,110012,28.6274,77.0219,1495,17708,3,54,8700000
6762814092,42683,3,2.75,1220,38265,1.0,0,0,3,10,820,400,1980,0,110022,28.7113,76.8959,945,5021,2,71,8640000
6762814193,42683,3,2.0,860,2100,2.0,0,0,3,8,860,0,1908,1992,110048,28.4136,76.9338,860,2100,3,53,8562000
6762814375,42683,3,1.75,1050,2500,1.5,0,0,3,8,1050,0,1916,0,110006,28.4072,77.0335,915,2100,1,58,8400000
6762814376,42683,3,2.0,970,2250,1.0,0,3,3,7,545,425,1926,0,110027,28.4621,77.1321,850,2250,3,64,8400000
6762815497,42683,3,1.0,605,1860,2.0,0,0,4,8,605,0,1930,0,110048,28.5208,77.1784,780,3000,2,72,7680000
6762816332,42683,2,1.0,555,1750,1.5,0,0,3,6,485,70,1912,0,110013,28.6062,77.0157,942,889,1,65,7200000
6762816333,42683,4,3.5,2150,35203,2.0,0,0,3,10,1355,795,1992,0,110047,28.634,77.1837,1760,13363,3,73,7200000
6762816525,42683,5,2.5,1320,2200,1.5,0,0,5,7,920,400,1925,0,110045,28.4663,77.3189,860,2200,1,58,7116000
6762816775,42683,3,2.5,1160,1990,2.0,0,0,3,8,1160,0,2003,0,110012,28.7232,77.176,1290,1990,2,59,6966000
6762816968,42683,4,2.5,1020,2754,2.0,0,0,4,8,1020,0,1996,0,110011,28.6861,76.9293,1065,2748,3,63,6900000
6762817850,42683,4,1.5,685,1854,1.5,0,0,3,7,685,0,1926,0,110006,28.5413,77.1398,1015,1854,1,53,6540000
6762818156,42683,3,1.0,545,1500,1.5,0,0,4,8,545,0,1929,0,110006,28.4066,77.1209,785,2540,1,50,6420000
6762818558,42683,3,1.0,720,4340,1.5,0,0,3,7,720,0,1937,0,110005,28.4373,77.2854,850,3885,1,53,6276000
6762818585,42683,3,1.75,865,9125,1.0,0,0,3,8,865,0,1988,0,110018,28.588,77.0252,1090,5013,1,54,6252000
6762818619,42683,3,2.5,1140,29356,2.5,0,3,3,9,1140,0,1987,0,110065,28.4739,77.0615,1120,12166,2,53,6240000
6762818620,42683,3,1.75,715,26814,2.0,0,0,3,8,715,0,1985,0,110037,28.5809,77.1493,1050,26814,2,60,6240000
6762818878,42683,5,1.5,775,4875,1.0,0,0,4,7,775,0,1966,0,110010,28.7015,77.1122,985,4875,1,59,6120000
6762818964,42683,4,2.0,680,1373,1.5,0,0,3,7,680,0,1945,2011,110027,28.6627,77.2095,980,1373,3,62,6084000
6762819310,42683,4,2.5,975,1500,2.0,0,0,3,7,775,200,1998,0,110053,28.511,76.8702,770,2150,3,73,5975400
6762819661,42683,5,1.5,710,4950,1.0,0,0,3,7,525,185,1964,0,110030,28.565,77.1318,790,4037,1,57,5820000
6762820154,42683,4,2.0,1205,2340,2.0,0,0,3,9,1205,0,1974,0,110030,28.6947,76.9108,955,2305,2,71,5640000
6762820181,42683,3,2.0,910,678,3.0,0,0,3,9,910,0,2014,0,110067,28.8132,77.0076,855,686,3,75,5639400
6762820215,42683,2,1.75,625,3514,1.0,0,0,4,7,625,0,1986,0,110010,28.7615,77.1808,840,4235,2,80,5616000
6762820237,42683,3,2.5,845,3321,2.0,0,0,3,7,845,0,2004,0,110046,28.6656,76.9287,1060,2540,3,68,5604000
6762821021,42683,3,2.25,760,7040,2.0,0,0,3,7,760,0,1984,0,110020,28.5739,77.0044,765,4879,1,79,5364000
6762821271,42683,3,2.5,825,2464,2.0,0,0,3,7,760,65,2007,0,110062,28.5752,77.2015,760,1143,3,80,5280000
6762821350,42683,2,1.75,810,56931,1.5,0,0,3,7,810,0,1995,0,110026,28.8221,77.1754,780,27403,2,62,5268000
6762821370,42683,2,2.0,800,2821,1.0,0,0,3,7,800,0,1954,0,110005,28.4188,76.8955,800,2873,3,55,5258400
6762821431,42683,4,2.5,1320,1949,2.0,0,0,3,7,1320,0,2000,0,110018,28.8742,77.1386,1230,2028,2,70,5232000
6762821909,42683,5,2.5,1090,3937,1.0,0,0,4,7,600,490,1955,0,110039,28.7189,76.9236,920,2552,3,67,5100000
6762821910,42683,3,1.75,805,72309,1.0,0,0,3,7,805,0,1977,0,110037,28.7269,76.9761,1110,72309,2,52,5100000
6762822327,42683,2,1.0,490,2054,1.0,0,0,3,7,490,0,1947,0,110006,28.4182,77.0796,750,2023,2,77,4980000
6762822880,42683,3,1.0,565,2050,1.0,0,0,3,7,495,70,1941,0,110006,28.6907,76.9047,900,2050,1,67,4800000
6762823302,42683,3,2.5,1385,4410,1.0,0,0,3,7,950,435,1980,2004,110025,28.6327,77.3468,925,5460,3,58,4680000
6762823505,42683,3,3.5,685,770,2.0,0,0,3,8,550,135,2006,0,110009,28.4508,76.9327,685,457,1,79,4620000
6762823748,42683,4,1.75,1060,3840,1.0,0,0,4,7,530,530,1950,0,110052,28.5334,77.2407,765,3840,2,56,4552800
6762824002,42683,3,1.0,645,4487,1.0,0,0,5,7,645,0,1976,0,110022,28.8274,77.2649,770,3750,1,62,4476000
6762824095,42683,2,1.0,390,566,2.0,0,0,3,7,390,0,2009,0,110056,28.664,77.3472,565,635,1,78,4440000
6762824144,42683,4,2.75,1380,2025,1.0,0,0,3,8,700,680,1997,0,110036,28.5984,77.0643,1170,3971,3,78,4439400
6762824377,42683,3,1.75,560,4865,1.0,0,0,3,7,560,0,1944,1989,110018,28.4349,77.287,1265,4358,3,52,4344000
6762824738,42683,2,1.0,425,2612,1.0,0,0,3,7,425,0,1949,0,110067,28.7428,77.3288,615,2612,1,66,4248000
6762824924,42683,3,1.0,470,3905,1.0,0,0,3,6,470,0,1959,0,110030,28.7374,76.9364,590,3745,3,63,4200000
6762824925,42683,4,2.5,1253,3603,2.0,0,0,3,8,1253,0,2007,0,110019,28.6947,77.0897,1220,3610,1,55,4200000
6762825444,42683,3,2.0,485,5000,1.0,0,0,5,7,485,0,1972,0,110020,28.6449,76.88,615,3750,2,80,4071600
6762825466,42683,3,1.75,805,11248,1.0,0,0,4,7,805,0,1974,0,110036,28.6082,77.1604,1025,17886,1,52,4067400
6762825484,42683,3,1.75,625,3855,1.0,0,0,4,7,625,0,1947,0,110015,28.6848,77.1407,670,3855,1,64,4056000
6762825811,42683,3,1.0,535,5281,1.0,0,0,3,7,535,0,1969,0,110022,28.512,76.9521,920,4819,3,56,3960000
6762826520,42683,4,2.5,890,3000,2.0,0,0,3,9,890,0,2000,0,110025,28.8518,77.249,1325,3000,3,72,3780000
6762827144,42683,5,1.75,1055,4250,1.0,0,0,3,7,550,505,1962,0,110039,28.6826,76.8686,1010,4250,1,71,3600000
6762827575,42683,3,2.5,710,1771,2.0,0,0,3,8,655,55,2007,0,110039,28.5494,77.2531,590,811,3,57,3480000
6762827886,42683,4,2.5,892,1276,2.0,0,0,3,8,892,0,2009,0,110068,28.6158,76.8633,845,1350,3,76,3384000
6762827975,42683,4,2.25,995,3675,1.0,0,0,4,8,590,405,1978,0,110041,28.7867,77.1784,1015,3605,3,66,3360000
6762828066,42683,3,2.5,1005,5809,2.0,0,0,3,7,1005,0,1990,0,110071,28.4776,76.8894,775,4677,1,61,3348000
6762828110,42683,2,1.5,620,527,2.0,0,0,3,8,600,20,1967,0,110030,28.5406,76.9756,705,670,3,59,3332400
6762828711,42683,3,1.5,790,7020,1.0,0,0,3,7,525,265,1980,0,110040,28.7262,77.211,1120,6000,3,54,3174000
6762829258,42683,2,1.5,580,2500,2.0,0,0,3,7,445,135,2006,0,110015,28.5514,76.9902,580,543,1,61,3000000
6762829661,42683,3,2.5,810,2625,2.0,0,0,3,8,810,0,1987,0,110041,28.7804,77.1056,825,2625,2,72,2880000
6762829893,42683,3,1.0,620,119572,1.0,0,0,3,6,620,0,1921,1992,110025,28.4626,77.3076,995,54667,2,74,2808000
6762830368,42683,3,1.0,490,6406,1.0,0,0,3,7,490,0,1956,0,110058,28.7661,76.8748,715,4493,2,78,2616000
6762830572,42683,3,1.0,520,4062,1.0,0,0,3,7,520,0,1956,0,110041,28.4328,77.2555,600,4687,1,67,2520000
6762830631,42683,3,1.5,605,3623,1.0,0,0,4,7,605,0,1967,0,110041,28.406,76.8826,685,3934,1,66,2496000
6762830927,42683,3,2.0,615,4117,1.5,0,0,3,6,615,0,1959,0,110058,28.8311,76.9134,540,5140,3,57,2340000
6762831046,42683,2,1.75,510,5173,1.0,0,0,4,6,510,0,1983,0,110071,28.679,76.9097,580,4305,2,68,2244000
6762831469,42683,2,1.0,400,4062,1.0,0,0,3,6,400,0,1964,0,110010,28.5689,77.3471,1195,4062,3,64,1740000
6762831496,42683,2,1.0,380,1900,1.0,0,0,3,6,380,0,1950,0,110066,28.5116,76.9401,610,3705,2,65,1630800
6762810122,42684,4,2.5,1720,11977,1.5,1,3,5,10,1130,590,1931,0,110059,28.6961,77.2984,2115,9361,3,76,29880000
6762810774,42684,3,3.25,1720,2040,2.0,0,0,3,9,1280,440,2005,0,110002,28.6443,77.3455,1555,2040,2,69,15840000
6762811168,42684,5,1.75,955,2820,2.0,0,0,4,9,955,0,1906,0,110048,28.876,77.0419,1025,2700,3,67,13560000
6762811230,42684,5,3.25,2005,6055,2.0,0,0,3,11,2005,0,2003,0,110016,28.8719,77.1655,2005,6167,3,80,13200000
6762811528,42684,4,3.5,1750,21780,2.0,0,0,3,9,1425,325,2014,0,110028,28.7048,77.2395,1820,20272,2,80,11976000
6762811661,42684,4,1.75,2030,2000,2.0,0,3,3,10,1445,585,1953,1995,110033,28.6126,77.0463,930,2000,3,74,11640000
6762811982,42684,4,2.5,1755,14026,2.0,0,0,3,10,1755,0,1988,0,110046,28.6357,76.9309,1445,14147,1,71,10980000
6762812675,42684,5,3.5,1850,2700,2.0,0,0,3,9,1445,405,2011,0,110046,28.7276,77.0669,1810,2730,3,61,9960000
6762812737,42684,3,2.5,1640,13206,1.0,0,3,3,11,1335,305,1985,0,110020,28.4488,77.2359,1640,12605,3,65,9900000
6762813045,42684,4,2.25,1255,5792,2.0,0,0,4,8,1255,0,1969,0,110059,28.5576,77.2404,1225,4845,2,72,9588000
6762813695,42684,4,2.5,1670,61800,2.0,0,0,3,10,1670,0,2005,0,110046,28.4361,76.9653,1865,61800,3,70,8999400
6762814377,42684,5,3.25,1200,1559,2.0,0,0,4,7,890,310,1928,0,110045,28.4352,76.9375,1050,1970,2,63,8400000
6762814909,42684,3,3.0,1490,1865,2.0,0,0,3,9,1490,0,2005,0,110011,28.494,77.3103,1355,1820,2,53,8040000
6762815498,42684,5,2.5,1610,2379,2.0,0,0,3,8,1610,0,2003,0,110021,28.6329,76.872,1275,2379,1,55,7680000
6762815639,42684,5,3.0,1760,18279,2.0,0,0,4,8,1050,710,1985,0,110012,28.7767,77.2174,1500,18279,1,56,7584000
6762816579,42684,3,2.25,1245,4400,2.0,0,0,4,8,1245,0,1975,0,110028,28.633,76.8732,1345,5000,1,73,7080000
6762816899,42684,3,1.5,780,10125,1.0,0,0,5,7,600,180,1989,0,110020,28.561,77.269,780,9559,2,65,6924000
6762817028,42684,4,3.25,1615,2419,2.0,0,0,3,9,1615,0,2014,0,110025,28.4395,77.3027,1490,2547,3,55,6865380
6762817399,42684,4,2.5,1685,2467,2.0,0,0,3,9,1685,0,2014,0,110025,28.6641,76.9987,1490,2523,3,73,6715560
6762817447,42684,3,2.0,835,5668,1.0,0,1,4,7,835,0,1959,0,110010,28.5302,76.887,1105,5668,2,68,6666780
6762817500,42684,4,1.75,870,2408,1.0,0,0,5,7,435,435,1942,0,110009,28.6952,77.0903,605,2537,2,74,6659400
6762817655,42684,4,2.0,1050,2250,1.0,0,0,5,7,530,520,1924,0,110002,28.8691,76.9992,960,1950,3,60,6600000
6762818649,42684,5,3.5,1220,5100,2.0,0,0,4,7,1220,0,1974,0,110021,28.4534,77.0586,1000,5284,2,80,6239400
6762818758,42684,2,1.5,700,2500,1.0,0,0,4,7,575,125,1904,0,110027,28.5018,77.1825,765,2100,2,71,6180000
6762819043,42684,4,3.5,1355,7008,2.0,0,0,4,8,1355,0,1968,0,110015,28.6271,76.9549,795,13951,1,76,6032400
6762820308,42684,4,2.5,1100,1570,2.0,0,0,3,7,1030,70,1994,0,110056,28.8649,77.0285,830,1587,3,72,5580000
6762820396,42684,3,1.75,715,5880,1.0,0,0,4,8,715,0,1964,0,110003,28.7705,77.2413,1020,5017,1,80,5551200
6762820577,42684,3,1.75,845,3187,1.0,0,0,3,8,845,0,1903,2002,110037,28.8312,77.1719,635,3887,3,71,5484000
6762820741,42684,4,2.5,1358,3925,2.0,0,0,3,9,1358,0,2014,0,110068,28.5602,77.0131,1290,7224,3,59,5424000
6762820862,42684,3,1.75,675,3600,1.0,0,0,5,7,675,0,1954,0,110023,28.8762,77.1822,550,3600,2,71,5400000
6762821397,42684,4,2.5,1340,2335,2.0,0,0,3,8,1340,0,1998,0,110016,28.4494,77.2327,1320,3621,1,70,5250000
6762821681,42684,4,2.75,910,2700,1.0,0,0,4,7,610,300,1988,0,110055,28.4254,77.1462,815,2700,1,52,5160000
6762822020,42684,4,2.0,985,3240,1.5,0,0,5,7,565,420,1920,0,110062,28.8107,76.9697,750,3240,2,73,5076000
6762822958,42684,3,2.5,1543,2501,2.0,0,0,3,8,1543,0,2014,0,110019,28.8451,76.8501,1463,2591,3,52,4799400
6762823003,42684,3,1.75,585,4074,1.0,0,0,3,7,585,0,1952,0,110015,28.4435,77.2514,600,4073,1,53,4788000
6762823672,42684,2,2.0,560,734,2.0,0,0,3,8,380,180,2004,0,110009,28.4544,77.2613,560,661,3,58,4560000
6762824096,42684,4,3.0,1290,2755,2.0,0,0,3,8,1290,0,1999,0,110047,28.4159,77.1988,1005,2800,2,59,4440000
6762824378,42684,3,2.5,1155,3742,2.0,0,0,3,8,1155,0,1986,0,110047,28.4502,76.8883,1155,4071,3,51,4344000
6762825878,42684,3,2.5,650,406,2.0,0,0,3,8,440,210,2008,0,110056,28.5005,77.1426,650,412,2,75,3959400
6762826521,42684,2,1.0,420,2543,1.0,0,0,3,7,420,0,1925,0,110053,28.8656,77.2605,795,2543,1,73,3780000
6762827865,42684,3,2.25,1065,4400,1.0,0,0,3,8,635,430,1978,0,110068,28.7206,77.0448,980,4037,3,58,3396000
6762828989,42684,3,2.5,740,3600,2.0,0,0,5,7,740,0,1995,0,110065,28.7737,76.949,675,3600,3,73,3072000
6762829155,42684,3,2.5,840,4142,2.0,0,0,3,7,840,0,1989,0,110025,28.7725,77.1438,775,4142,2,78,3024000
6762829259,42684,3,2.5,895,3095,2.0,0,0,3,8,895,0,1992,0,110070,28.6568,77.2632,895,3379,2,77,3000000
6762829662,42684,3,1.75,690,3750,1.0,0,0,3,7,690,0,1988,0,110025,28.7828,76.8744,765,3750,2,50,2880000
6762830285,42684,4,2.25,975,3640,2.0,0,0,4,8,975,0,1979,0,110019,28.686,77.1485,955,3640,2,56,2640000
6762830286,42684,3,1.75,645,4125,1.0,0,0,3,7,645,0,1983,0,110040,28.551,77.1716,705,3911,3,66,2640000
6762830807,42684,2,1.75,660,6526,1.5,0,0,3,7,660,0,1980,0,110042,28.6693,77.1512,660,6526,3,69,2400000
6762831220,42684,3,1.0,550,3000,1.5,0,0,2,6,550,0,1926,0,110062,28.6561,77.175,480,2940,1,55,2098800
6762831310,42684,3,1.0,505,3845,1.0,0,0,4,6,505,0,1958,0,110047,28.7953,77.1657,505,3809,2,76,1980000
6762810725,42685,4,3.5,1800,2608,2.0,0,0,3,9,1360,440,1947,2014,110048,28.8712,76.9152,1135,2608,1,57,16200000
6762811050,42685,4,2.5,1740,6082,1.5,0,0,4,11,1740,0,1984,0,110051,28.5973,76.9675,1980,8427,1,58,14280000
6762811099,42685,5,3.25,2145,3509,2.5,0,0,4,10,1795,350,1927,0,110048,28.7664,77.1595,960,2000,2,78,13920000
6762811128,42685,4,3.25,2370,24545,2.0,0,0,3,11,2370,0,1990,0,110046,28.4479,76.8588,2400,21193,2,66,13800000
6762811305,42685,4,2.25,1620,6465,2.0,0,0,4,9,1365,255,1968,0,110059,28.7729,77.1674,1305,6442,2,59,12840000
6762811365,42685,2,2.5,1175,1195,3.0,0,2,3,10,1000,175,2007,0,110056,28.5783,77.1827,975,1195,2,60,12600000
6762811469,42685,4,3.25,1805,2000,2.0,0,0,3,9,1320,485,2007,0,110033,28.4189,76.9696,990,2000,3,71,12120000
6762811607,42685,4,2.25,1505,4900,2.0,0,0,4,9,1505,0,1973,0,110059,28.5744,77.1491,1255,4900,3,70,11760000
6762811770,42685,4,3.5,2015,2100,3.0,0,0,3,9,2015,0,1992,0,110033,28.6931,77.117,1065,2500,2,65,11400000
6762812310,42685,4,1.75,960,1800,2.0,0,0,4,8,960,0,1907,0,110001,28.4572,76.9803,960,1800,3,69,10440000
6762812930,42685,4,2.5,1980,19307,2.0,0,0,3,10,1980,0,2000,0,110038,28.8435,77.0815,1645,21780,2,59,9660000
6762813123,42685,4,2.5,1280,6380,1.0,0,0,4,7,880,400,1949,0,110005,28.4373,77.3048,880,3192,2,77,9480000
6762813436,42685,4,2.5,1570,8100,1.0,0,1,3,9,1285,285,1988,0,110032,28.8464,77.0633,1265,6600,2,71,9180000
6762813642,42685,7,2.75,1705,2028,1.5,0,0,4,8,1065,640,1906,0,110013,28.7394,77.1649,1255,2028,1,65,9000000
6762813643,42685,4,2.75,1155,5116,1.0,0,0,5,8,655,500,1980,0,110028,28.5583,76.8677,1410,4943,1,70,9000000
6762813739,42685,4,2.5,1565,5430,2.0,0,0,3,10,1565,0,1990,0,110021,28.5876,76.8889,1565,5430,3,61,8940000
6762813893,42685,3,2.5,1235,5160,2.0,0,0,3,9,1235,0,1988,0,110003,28.7556,76.8907,1225,4220,3,72,8790000
6762814336,42685,4,3.0,1455,4270,2.0,0,0,3,9,1455,0,2003,0,110016,28.6887,77.2391,1520,3045,1,68,8412000
6762815026,42685,3,2.5,955,2562,2.0,0,0,3,9,955,0,2006,0,110011,28.7224,77.0251,955,1607,1,54,7956000
6762815109,42685,3,2.5,1545,192317,2.0,0,0,3,8,1545,0,2007,0,110057,28.5868,76.9638,1100,146322,1,68,7908000
6762815190,42685,2,2.5,840,620,2.0,0,0,3,8,560,280,2014,0,110013,28.6342,77.2237,1030,1815,3,51,7842000
6762815295,42685,4,2.0,1104,2500,3.0,0,0,5,8,1104,0,1917,0,110009,28.8751,76.935,880,2500,3,70,7800000
6762815296,42685,3,2.5,1435,3644,2.0,0,0,3,9,1435,0,2012,0,110018,28.5027,76.9732,1435,2999,1,63,7800000
6762815389,42685,4,2.5,1495,4311,2.0,0,0,3,9,1495,0,2000,0,110007,28.6006,77.0655,1490,4311,3,65,7746000
6762815499,42685,4,3.0,1470,2881,1.0,0,0,5,8,820,650,1955,0,110062,28.5401,77.0157,1010,3660,2,64,7680000
6762815913,42685,4,1.75,1175,9400,1.0,0,2,3,8,1175,0,1959,0,110051,28.7673,77.1427,1525,7320,1,77,7440000
6762816395,42685,5,3.0,1300,6837,1.0,0,0,5,8,650,650,1967,0,110023,28.7667,77.0189,1075,3900,1,61,7199400
6762817419,42685,4,2.5,1515,3406,2.0,0,0,3,9,1515,0,1987,0,110020,28.5404,77.0465,1155,4341,2,54,6694380
6762817656,42685,3,1.75,920,4700,1.0,0,0,3,8,920,0,1971,0,110021,28.4391,77.2814,1425,7161,1,70,6600000
6762817770,42685,5,1.0,750,1989,2.0,0,0,3,7,750,0,1929,0,110006,28.4055,77.2923,675,2040,1,73,6588000
6762818290,42685,4,2.5,1505,4500,2.0,0,0,3,8,1505,0,2008,0,110016,28.6052,77.2639,1625,2765,3,70,6360000
6762818480,42685,4,2.75,1220,2540,2.0,0,0,3,8,875,345,1960,0,110067,28.597,77.2824,960,3187,1,54,6300000
6762818536,42685,2,2.5,915,1428,2.0,0,0,3,7,915,0,2005,0,110011,28.8744,77.1349,925,1333,3,63,6299400
6762819383,42685,4,2.5,1695,3935,2.0,0,0,3,8,1695,0,2014,0,110073,28.6255,77.1731,980,5034,1,54,5940000
6762819428,42685,3,2.25,895,5696,1.0,0,0,3,8,895,0,1978,0,110003,28.5231,77.1286,1145,5947,3,68,5916000
6762819429,42685,6,1.75,1060,1900,1.5,0,0,4,7,610,450,1925,0,110005,28.8278,77.2428,925,2090,2,71,5916000
6762819508,42685,3,2.25,750,645,2.0,0,0,3,8,610,140,2006,0,110006,28.6357,77.1255,730,687,1,72,5880000
6762819902,42685,3,1.75,950,21850,1.5,0,0,4,6,950,0,1919,0,110003,28.6876,76.9055,1035,21997,3,74,5721600
6762819990,42685,3,1.75,1135,6500,1.0,0,0,5,8,1135,0,1968,0,110047,28.4459,77.2548,1220,5000,3,75,5700000
6762820216,42685,3,2.0,785,3150,1.0,0,0,3,7,410,375,1953,2005,110053,28.5838,77.2303,755,2140,1,79,5616000
6762820309,42685,3,2.25,1280,58588,1.0,0,0,4,9,640,640,1977,0,110012,28.8532,77.2602,1380,28531,2,56,5580000
6762820310,42685,3,3.25,755,925,2.0,0,2,3,8,615,140,2001,0,110027,28.683,76.9452,770,920,3,59,5580000
6762820474,42685,4,2.5,1040,8766,2.0,0,0,3,9,1040,0,1996,0,110016,28.5654,76.9858,1275,6280,1,61,5520000
6762820578,42685,4,3.0,1400,3922,2.0,0,0,3,8,1400,0,2002,0,110025,28.7003,76.9979,1400,3488,1,57,5484000
6762820863,42685,3,2.0,1160,8844,1.0,0,0,3,8,1160,0,1952,1994,110032,28.837,77.104,805,7241,1,51,5400000
6762820952,42685,3,2.0,940,1524,2.0,0,0,4,7,940,0,1902,0,110045,28.5315,76.9169,840,1800,3,69,5399400
6762821100,42685,5,3.0,1210,5625,2.0,0,0,3,8,1210,0,2013,0,110054,28.6425,77.0427,755,4975,3,50,5340000
6762821911,42685,2,1.0,535,3312,1.0,0,0,3,7,415,120,1950,0,110009,28.8602,76.9411,655,3312,2,77,5100000
6762822328,42685,2,1.75,775,2128,1.0,0,3,3,7,415,360,1953,0,110017,28.4828,76.9824,960,2550,3,60,4980000
6762822667,42685,5,2.5,1685,2546,2.0,0,0,3,7,1685,0,2006,0,110025,28.7454,77.2032,1455,2546,3,64,4860000
6762822744,42685,3,1.75,740,724,1.0,0,0,3,7,435,305,1926,0,110005,28.695,77.2774,675,2250,3,50,4827600
6762823004,42685,2,1.0,395,2000,1.0,0,0,3,6,395,0,1948,0,110005,28.7262,76.8615,495,2500,2,50,4788000
6762823005,42685,3,1.0,495,2125,1.0,0,0,4,7,420,75,1924,0,110017,28.5686,77.1329,495,2250,3,50,4788000
6762823080,42685,3,1.0,855,2555,1.0,0,0,3,7,550,305,1954,0,110067,28.5507,76.868,655,2555,2,80,4758000
6762823142,42685,2,1.5,505,1530,1.0,0,0,4,7,505,0,1918,0,110029,28.7284,76.8926,580,2040,3,64,4740000
6762823143,42685,3,2.0,735,5062,1.0,0,0,4,7,735,0,1962,0,110018,28.5035,77.2025,720,5062,2,75,4740000
6762823215,42685,4,2.0,1097,1340,1.0,0,0,3,7,530,567,1912,0,110029,28.6014,77.2178,855,640,2,57,4709400
6762823745,42685,3,1.0,555,3564,1.0,0,0,3,7,555,0,1980,0,110003,28.4903,77.257,755,3553,3,77,4554000
6762823814,42685,3,2.25,735,4570,2.0,0,2,3,7,735,0,1982,0,110039,28.404,77.0871,700,4102,3,50,4512000
6762824286,42685,2,1.5,580,4030,1.0,0,0,4,7,580,0,1950,0,110017,28.8656,77.2799,750,4030,2,57,4380000
6762824379,42685,5,2.5,1440,4108,2.0,0,0,3,8,1440,0,2001,0,110068,28.6072,76.9334,980,3600,2,66,4344000
6762824586,42685,3,1.0,500,2040,1.0,0,0,4,7,370,130,1945,0,110067,28.8653,76.9749,740,2040,3,74,4290000
6762825812,42685,3,1.0,490,3500,1.0,0,0,3,6,490,0,1953,0,110039,28.4674,76.9173,610,3500,1,68,3960000
